CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Payment Risk Category,Tenure Group
7401-RUBNK,South Dos Palos,0,0,1,0,18,1,0,74.8,1438.05,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,Medium
0506-YLVKJ,Sultana,1,0,1,1,46,1,1,20.2,917.45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
8661-BOYNW,Tollhouse,0,0,1,0,72,1,1,84.4,6096.45,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,Low Risk,Long term
4815-GBTCD,Wishon,0,0,1,0,4,0,1,25.15,99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
2805-AUFQN,Traver,0,0,0,0,25,1,0,19.8,475.2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
0980-PVMRC,Squaw Valley,0,0,1,1,40,0,1,50.85,2036.55,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Long term
7233-DRTRF,Fresno,1,0,1,0,63,1,1,102.4,6444.05,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,High Risk,Long term
3873-NFTGI,Fresno,1,0,0,0,14,1,1,55.5,767.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Low Risk,Medium
1162-ECVII,Fresno,1,1,1,0,72,1,1,109.75,7932.5,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,Low Risk,Long term
7048-GXDAY,Fresno,1,0,0,0,39,1,1,106.4,4040.65,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,High Risk,Long term
8571-ZCMCX,Fresno,0,0,1,1,47,0,1,60.0,2768.65,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,Low Risk,Long term
1169-WCVAK,Fresno,1,0,1,0,19,1,1,88.8,1672.35,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,Low Risk,Medium
7129-CAKJW,Fresno,0,0,0,0,17,1,0,80.05,1345.65,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk,Medium
8695-ARGXZ,Fresno,1,1,1,0,34,1,1,75.55,2425.4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,Long term
3570-YUEKJ,Fresno,0,0,0,0,42,1,1,49.55,2077.95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,Long term
1555-HAPSU,Fresno,0,0,1,1,71,1,0,23.9,1663.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
1697-NVVGY,Fresno,1,1,1,0,19,1,0,66.4,1286.05,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Low Risk,Medium
8464-EETCQ,Salinas,1,0,0,0,57,1,0,18.8,1094.35,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
2419-FSORS,Salinas,1,0,1,0,72,1,1,108.4,7719.5,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,High Risk,Long term
8132-YPVBX,Salinas,0,0,0,0,6,1,1,85.95,514.6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Medium Risk,New
6754-LZUKA,Big Sur,1,0,1,0,61,1,0,80.9,4932.5,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,Low Risk,Long term
8099-MZPUJ,Carmel,1,0,1,1,48,1,0,111.8,5443.65,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
0787-LHDYT,Carmel Valley,1,0,0,0,16,1,1,20.6,330.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Low Risk,Medium
0374-IOEGQ,Gonzales,0,0,0,0,3,1,0,44.6,122.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
3197-NNYNB,Jolon,1,0,0,0,65,1,0,105.1,6631.85,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,Low Risk,Long term
3396-DKDEL,King City,0,0,1,1,70,1,1,115.15,8250.0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
1752-OZXFY,Lockwood,1,0,1,0,60,1,1,59.8,3561.15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Medium Risk,Long term
9066-QRSDU,Marina,0,0,1,0,69,1,1,26.3,1763.55,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,High Risk,Long term
9112-WSNPU,Monterey,0,1,0,0,35,1,0,70.55,2419.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,Long term
9867-NNXLC,Pacific Grove,0,0,0,0,22,1,1,20.05,470.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
5321-NTRKC,Pebble Beach,1,0,1,1,66,1,0,79.85,5234.95,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,Low Risk,Long term
3161-GETRM,Soledad,1,0,1,1,34,1,1,90.05,3097.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Low Risk,Long term
0402-OAMEN,Spreckels,0,0,1,1,72,1,0,24.45,1709.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
6933-VLYFX,Belmont,1,0,1,1,31,0,0,59.95,1848.8,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,High Risk,Long term
6754-WKSHP,Brisbane,1,0,0,1,30,1,0,25.35,723.3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Low Risk,Long term
4976-LNFVV,Daly City,1,1,1,0,19,0,1,34.3,577.15,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Low Risk,Medium
5055-MGMGF,Half Moon Bay,0,0,1,0,65,1,1,105.05,6914.95,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,High Risk,Long term
4641-FROLU,La Honda,0,0,1,1,30,1,0,19.3,602.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
2862-JVEOY,Loma Mar,1,0,0,0,6,1,0,19.15,124.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,New
2969-QWUBZ,Los Altos,0,0,0,0,2,0,0,51.4,96.8,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,New
9822-BIIGN,Los Altos,1,0,1,1,53,1,0,71.85,3827.9,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,High Risk,Long term
2077-MPJQO,Menlo Park,1,1,1,0,7,1,1,75.4,533.05,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
1534-OULXE,Atherton,0,0,1,1,61,1,1,49.7,2961.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Low Risk,Long term
2971-SGAFL,Millbrae,0,0,0,0,13,1,1,78.75,995.35,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,High Risk,Medium
1480-IVEVR,Montara,1,1,1,0,35,1,1,81.6,2815.25,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,Low Risk,Long term
2905-KFQUV,Moss Beach,0,0,1,0,2,1,1,70.4,154.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Low Risk,New
3370-HXOPH,Mountain View,0,0,0,0,3,1,0,76.1,257.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
9391-YZEJW,Mountain View,0,0,0,0,62,1,1,94.0,5757.2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,Low Risk,Long term
9958-MEKUC,Pacifica,1,0,1,1,72,1,0,103.95,7517.7,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,Low Risk,Long term
0281-CNTZX,Pescadero,1,0,1,0,63,1,1,19.95,1234.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
4118-CEVPF,Redwood City,0,1,0,0,35,1,1,110.8,3836.3,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,Low Risk,Long term
9114-VEPUF,Redwood City,1,0,1,0,62,1,0,96.1,6001.45,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,High Risk,Long term
7876-BEUTG,San Bruno,0,0,0,0,15,1,1,48.8,720.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
2338-BQEZT,San Carlos,0,0,0,0,55,1,1,50.55,2832.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low Risk,Long term
9873-MNDKV,San Gregorio,0,0,0,0,11,1,1,44.65,472.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
8241-JUIQO,Sunnyvale,0,0,0,0,61,1,0,19.45,1336.35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Low Risk,Long term
2194-IIQOF,Sunnyvale,0,0,1,0,71,1,0,89.3,6388.65,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
9631-RXVJM,San Francisco,1,0,0,0,35,1,0,19.25,677.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
9584-EXCDZ,San Francisco,0,0,0,0,17,1,0,70.5,1165.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,Medium
5093-FEGLU,San Francisco,0,0,1,0,47,1,0,19.65,921.55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
2621-UDNLU,San Francisco,0,0,1,0,3,1,0,20.85,72.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
7526-IVLYU,San Francisco,1,0,0,0,3,1,1,19.65,68.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
2428-HYUNX,San Francisco,1,1,1,0,44,1,1,19.35,847.25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
9214-EKVXR,San Francisco,0,0,0,0,1,1,1,44.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
3410-MHHUM,San Francisco,0,0,1,1,44,1,0,94.4,4295.35,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,High Risk,Long term
2122-YWVYA,San Francisco,0,0,0,0,18,1,1,75.4,1380.4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,Medium
2296-DKZFP,San Francisco,0,0,1,0,65,1,0,71.0,4386.2,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,Low Risk,Long term
8909-BOLNL,San Francisco,1,0,0,0,3,1,0,21.2,52.05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,New
6603-YRDCJ,San Francisco,1,0,1,0,33,1,1,61.05,2018.4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,Medium Risk,Long term
3229-USWAR,San Francisco,0,0,0,0,34,1,1,79.95,2727.3,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,Low Risk,Long term
2138-VFAPZ,San Francisco,0,0,1,1,14,1,1,19.7,263.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Medium
6131-JLWZM,San Francisco,0,0,0,0,13,1,1,20.3,275.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
0269-XFESX,San Francisco,1,0,1,1,23,1,0,24.35,538.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,Medium
1709-EJDOX,San Francisco,0,0,1,1,47,1,0,19.75,948.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
4316-XCSLJ,Palo Alto,1,0,0,1,17,1,1,50.3,846.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
9693-XMUOB,Palo Alto,1,1,1,0,59,0,1,50.25,2997.45,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Long term
0383-CLDDA,Stanford,0,0,0,0,69,1,1,85.35,5897.4,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,Low Risk,Long term
2709-UQGNP,San Mateo,1,0,0,0,10,1,1,51.65,524.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
3549-ZTMNH,San Mateo,1,0,1,1,12,1,1,24.0,269.65,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,New
8033-ATFAS,San Mateo,0,0,1,1,39,1,1,59.85,2341.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Medium Risk,Long term
1635-NZATJ,Alameda,1,1,1,0,71,1,0,25.45,1789.65,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
0562-HKHML,Alameda,1,0,1,1,71,1,0,23.9,1626.4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
8277-RVRSV,Danville,0,0,1,1,33,1,0,24.15,800.3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Low Risk,Long term
9943-VSZUV,Alamo,1,1,0,0,67,1,1,75.7,5060.85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Long term
7054-ENNGU,Benicia,0,0,1,0,9,1,0,50.85,466.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Medium Risk,New
1455-HFBXA,Bethel Island,1,0,1,0,52,1,1,91.6,4627.8,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,Low Risk,Long term
9402-CXWPL,Birds Landing,0,0,0,0,70,1,0,98.9,6838.6,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,High Risk,Long term
1628-BIZYP,Brentwood,1,0,0,0,1,1,1,85.0,85.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,High Risk,New
0082-LDZUE,Calistoga,1,0,0,0,1,1,1,44.3,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
5343-SGUBI,Concord,0,0,0,0,52,1,1,80.2,4297.6,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,Medium Risk,Long term
0856-NAOES,Concord,1,0,0,0,6,1,0,60.9,414.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Medium Risk,New
1976-AZZPJ,Concord,1,0,1,0,7,0,0,34.2,256.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Medium Risk,New
6156-UZDLF,Pleasant Hill,0,0,0,0,26,1,1,87.15,2274.1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,Low Risk,Long term
3099-OONVS,Crockett,1,0,1,1,25,1,0,54.3,1296.8,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,High Risk,Long term
9500-WBGRP,Danville,1,0,0,0,69,1,1,19.1,1268.85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
5183-KLYEM,El Cerrito,0,0,0,0,72,1,1,112.75,8192.6,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
5144-PQCDZ,Fairfield,1,0,0,0,4,1,1,19.95,59.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
8514-VZHEB,Travis Afb,1,0,1,1,59,1,0,19.5,1147.85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
6625-IUTTT,Fremont,1,0,0,0,67,1,0,65.55,4361.55,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,Low Risk,Long term
9355-NPPFS,Fremont,0,1,0,0,26,1,1,78.8,2006.1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,Long term
0068-FIGTF,Fremont,0,0,0,0,27,1,0,78.2,2078.95,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,Medium Risk,Long term
5965-GGPRW,Hayward,1,0,1,1,72,1,0,105.25,7609.75,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,Low Risk,Long term
8035-PWSEV,Hayward,0,0,0,0,6,1,1,89.25,487.05,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,High Risk,New
2236-HILPA,Hayward,1,0,1,1,62,1,0,20.65,1218.45,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
1840-BIUOG,Hayward,1,0,0,0,20,1,1,68.7,1416.2,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,High Risk,Medium
1356-MKYSK,Castro Valley,1,0,0,0,6,1,0,78.65,483.3,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,Low Risk,New
6080-LNESI,Hercules,1,0,0,0,51,1,0,24.75,1234.6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
1830-IPXVJ,Lafayette,0,0,1,1,61,1,0,19.75,1311.6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
5828-DWPIL,Livermore,1,1,1,0,62,1,1,89.1,5618.3,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,High Risk,Long term
8398-TBIYD,Castro Valley,0,0,0,0,72,1,1,84.7,6185.15,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,Low Risk,Long term
2931-FSOHN,Napa,1,1,0,0,13,1,1,59.9,788.35,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,High Risk,Medium
9418-RUKPH,Newark,0,0,1,1,38,1,1,19.95,756.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
9971-ZWPBF,Orinda,1,1,1,1,34,1,1,108.9,3625.2,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,High Risk,Long term
4712-AUQZO,Pinole,1,0,0,0,18,0,0,33.6,550.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Medium Risk,Medium
9711-FJTBX,Pittsburg,1,0,1,1,56,1,1,85.85,4793.8,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,Medium Risk,Long term
2908-ZTPNF,Pleasanton,0,0,0,0,36,0,1,34.85,1267.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Low Risk,Long term
8421-WZOOW,Rio Vista,0,1,1,1,57,1,1,95.3,5567.45,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,Low Risk,Long term
1414-YADCW,Deer Park,1,0,1,0,70,1,0,84.6,5706.2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,Low Risk,Long term
8756-RDDLT,San Leandro,0,0,0,0,68,0,0,44.95,3085.35,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,High Risk,Long term
2862-PFNIK,San Leandro,1,0,0,1,1,0,1,24.7,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
5816-QVHRX,San Leandro,0,0,0,0,37,1,0,100.3,3541.4,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,Low Risk,Long term
4430-YHXGG,San Lorenzo,0,0,0,1,4,1,1,25.45,84.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
6888-SBYAI,San Ramon,1,0,0,0,1,1,1,50.7,50.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
7395-XWZOY,Suisun City,1,0,0,0,20,0,1,55.0,1165.55,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,Low Risk,Medium
7169-YWAMK,Sunol,1,0,1,1,72,1,0,68.4,4855.35,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,Low Risk,Long term
6859-RKMZJ,Vallejo,1,0,1,0,11,1,1,55.05,608.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk,New
2729-VNVAP,Vallejo,0,0,1,1,33,1,0,19.8,641.35,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
2957-JIRMN,Vallejo,0,1,0,0,62,1,0,84.45,4959.15,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,High Risk,Long term
2049-BAFNW,Vallejo,0,0,0,0,1,0,0,35.9,35.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Medium Risk,New
3842-QTGDL,Walnut Creek,1,0,1,0,16,1,0,80.75,1321.3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Low Risk,Medium
7163-OCEQI,Walnut Creek,1,0,1,1,22,1,1,78.65,1663.75,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,Medium Risk,Medium
9782-LGXMC,Walnut Creek,0,0,1,1,49,1,0,61.75,3024.15,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Low Risk,Long term
5975-BAICR,Yountville,1,0,1,1,36,1,1,63.7,2188.5,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,Low Risk,Long term
4673-KKSLS,Oakland,0,0,0,0,31,1,0,87.6,2724.25,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,High Risk,Long term
4853-OITSN,Oakland,1,0,1,0,5,1,1,89.15,413.25,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,High Risk,New
9800-OUIGR,Oakland,1,0,1,1,66,1,0,20.0,1374.2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
2324-EFHVG,Oakland,1,0,0,0,64,1,1,104.4,6692.65,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,Low Risk,Long term
7094-MSZAO,Oakland,1,0,1,1,10,1,1,20.05,218.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Low Risk,New
6907-CQGPN,Oakland,1,0,0,0,29,0,0,34.3,1004.75,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,High Risk,Long term
0780-XNZFN,Oakland,1,0,0,0,57,1,0,20.65,1125.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
0239-OXEXL,Oakland,0,0,0,0,46,1,0,84.25,3847.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Medium Risk,Long term
2675-IJRGJ,Oakland,1,0,0,0,53,1,0,19.65,978.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
7049-GKVZY,Berkeley,0,0,0,0,17,1,0,79.85,1387.35,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,Low Risk,Medium
8577-QSOCG,Berkeley,0,0,1,1,38,1,1,20.2,746.05,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
3721-CNZHX,Berkeley,1,0,0,0,15,1,0,19.8,304.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,Medium
0212-ISBBF,Berkeley,0,0,0,0,22,0,1,50.35,1098.85,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Medium
3585-YNADK,Berkeley,0,0,1,0,57,1,0,74.6,4368.95,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,Low Risk,Long term
5271-DBYSJ,Berkeley,1,1,0,0,11,1,1,79.15,827.7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Low Risk,New
1099-GODLO,Berkeley,0,0,1,1,1,1,0,20.35,20.35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,New
6828-HMKWP,Berkeley,1,0,1,1,12,1,0,21.05,262.05,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,New
1472-TNCWL,El Sobrante,1,0,0,1,36,1,1,94.7,3512.5,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Long term
2080-GKCWQ,San Pablo,1,0,0,0,2,1,0,74.95,151.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,New
2193-SFWQW,San Rafael,1,0,1,1,72,1,0,111.95,8033.1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,Low Risk,Long term
5656-JAMLX,Greenbrae,1,0,0,0,62,1,0,19.85,1253.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
3462-BJQQA,Belvedere Tiburon,0,0,0,0,6,1,1,89.75,552.65,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,High Risk,New
0442-TDYUO,Bodega,1,0,1,0,48,1,1,20.05,1036.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
6733-LRIZX,Bodega Bay,1,0,0,0,35,1,1,108.95,4025.5,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,High Risk,Long term
9503-XJUME,Bolinas,1,0,0,1,52,1,0,19.65,928.4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Low Risk,Long term
4367-NHWMM,Corte Madera,0,0,0,0,1,0,1,24.9,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
3779-OSWCF,Dillon Beach,0,0,1,0,71,1,0,93.2,6506.15,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
6736-DHUQI,Fairfax,0,0,1,1,67,1,0,84.8,5598.3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,Low Risk,Long term
3915-ODIYG,Cotati,1,1,0,0,60,1,1,71.75,4374.55,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,High Risk,Long term
1360-RCYRT,Forest Knolls,1,0,1,1,23,0,1,30.35,678.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk,Medium
2724-FJDYW,Inverness,1,0,0,1,39,0,0,54.85,2191.7,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Low Risk,Long term
4451-RWASJ,Lagunitas,1,0,1,1,15,1,1,19.5,239.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,Medium
3460-TJBWI,Marshall,1,0,1,1,24,1,0,24.2,609.05,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Medium
5917-HBSDW,Mill Valley,0,0,1,1,37,1,0,19.35,683.75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,High Risk,Long term
5671-UUNXD,Nicasio,0,1,1,0,50,1,1,100.65,5189.75,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,High Risk,Long term
0956-ACVZC,Novato,0,0,0,0,54,1,1,94.1,5060.9,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,Low Risk,Long term
2325-NBPZG,Novato,0,0,0,0,3,1,1,74.55,233.65,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,New
4482-FTFFX,Penngrove,1,0,0,0,5,1,0,56.15,291.45,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,High Risk,New
8859-DZTGQ,Petaluma,1,0,0,0,33,1,0,20.35,689.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
0440-MOGPM,Petaluma,0,0,0,0,41,1,1,80.55,3263.9,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,High Risk,Long term
0020-JDNXP,Point Reyes Station,0,0,1,1,34,0,0,61.25,1993.2,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,Medium Risk,Long term
3752-CQSJI,San Anselmo,0,0,1,1,13,1,1,20.45,254.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
5025-GOOKI,San Geronimo,0,0,0,0,20,1,1,18.9,347.65,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Low Risk,Medium
4698-KVLLG,San Quentin,0,1,0,0,51,1,0,19.6,967.9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
2887-JPYLU,Stinson Beach,0,0,0,1,41,1,0,45.2,1841.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,Long term
